word,value
SOLAR,0.000006000972250,
HOMES,0.000005999138600,
VOTES,0.000005992227150,
BARRY,0.000005992220520,
BONUS,0.000005971492800,
PARKS,0.000005946995250,
WATTS,0.000005926128600,
LANCE,0.000005923182720,
CLONE,0.000005910436350,
TRADE,0.000005886202500,
WORDS,0.000005810175000,
DANCE,0.000005809275360,
MARKS,0.000005738328750,
MAKES,0.000005733828100,
PAINT,0.000005703175584,
FINDS,0.000005701071600,
PLANE,0.000005667475800,
FEEDS,0.000005661480825,
TAXES,0.000005584897500,
LEASE,0.000005578906320,
SLIDE,0.000005568696000,
DRIED,0.000005531774976,
MINDS,0.000005501034000,
LINED,0.000005494874112,
LOOSE,0.000005423936700,
LAKES,0.000005421073840,
FOTOS,0.000005409272925,
LATER,0.000005400527496,
BOXES,0.000005390931000,
LOOKS,0.000005390931000,
SARAH,0.000005390267350,
POSTS,0.000005378968875,
WELLS,0.000005377554000,
FARMS,0.000005352295725,
WHATS,0.000005349310400,
TESTS,0.000005342439375,
PRESS,0.000005319533835,
BASED,0.000005310439680,
POINT,0.000005293366560,
GOODS,0.000005287259250,
SILLY,0.000005274899280,
NAILS,0.000005263305600,
BIKES,0.000005258766240,
BLESS,0.000005253147900,
CORPS,0.000005229157500,
PIPES,0.000005215424760,
WIVES,0.000005200977600,
CITED,0.000005196731904,
LEEDS,0.000005164859700,
GIRLS,0.000005123449800,
GRASS,0.000005109855240,
RAISE,0.000005097935520,
PLATE,0.000005093554200,
DATED,0.000005059506816,
FILED,0.000005019356160,
MEANT,0.000004979943540,
FORMS,0.000004967699625,
HEADS,0.000004958471700,
FAIRY,0.000004945615488,
TERMS,0.000004933963125,
FALSE,0.000004927510350,
JOINS,0.000004896040800,
HINTS,0.000004892030640,
CHESS,0.000004831741530,
CAUSE,0.000004801543920,
HANDS,0.000004794419700,
SOUND,0.000004777313280,
CRAPS,0.000004773913200,
JEANS,0.000004773639780,
DRESS,0.000004759582905,
BRAND,0.000004743458304,
BRIDE,0.000004739342400,
PARTY,0.000004710667530,
CHILE,0.000004683718080,
SANTA,0.000004680147612,
FACTS,0.000004636324140,
DANNY,0.000004634542584,
CHASE,0.000004605073560,
BEAST,0.000004559313096,
FENCE,0.000004548791520,
FOLKS,0.000004545607500,
TUNER,0.000004532509800,
SATIN,0.000004531069551,
TASTE,0.000004513070625,
WILEY,0.000004513017600,
POEMS,0.000004500151425,
DAILY,0.000004492070208,
RANKS,0.000004433549400,
BOOST,0.000004432665510,
DAIRY,0.000004425024384,
SPOTS,0.000004422748330,
GIVES,0.000004420830960,
BLADE,0.000004417686000,
FLEET,0.000004417352940,
FORTY,0.000004372176450,
PRICE,0.000004309966080,
SEVEN,0.000004308010434,
SALON,0.000004292065330,
WIRED,0.000004277145600,
RATED,0.000004265858688,
CONST,0.000004249063980,
SHAKE,0.000004247235600,
BERRY,0.000004198142520,
CANDY,0.000004192828920,
NAMES,0.000004170056800,
ALONE,0.000004159195950,
WATER,0.000004154251920,
PETER,0.000004147411086,
NODES,0.000004146870000,
TRACY,0.000004142443200,
COVER,0.000004133583090,
ALIEN,0.000004113083520,
BUTTS,0.000004082641290,
BRAKE,0.000004081100400,
SUNNY,0.000004077330936,
HOPES,0.000004070844050,
STATE,0.000004053141500,
SOCKS,0.000004051173000,
BOOBS,0.000004043198250,
TERRY,0.000004036675500,
PLACE,0.000004017451200,
TITLE,0.000004013266500,
ROOMS,0.000004012096725,
COACH,0.000004010368320,
METER,0.000004001887890,
WINDS,0.000004000752000,
DAVIS,0.000004000136805,
LARRY,0.000003994813680,
TRACT,0.000003990890400,
TUBES,0.000003946215000,
SHIRT,0.000003941283456,
BRAIN,0.000003930052776,
ARISE,0.000003925147680,
DEALT,0.000003916333044,
WORSE,0.000003897165000,
WORKS,0.000003873450000,
PIECE,0.000003848977440,
HILLS,0.000003847019400,
WRITE,0.000003834681600,
SHAME,0.000003822512040,
CLOSE,0.000003815598150,
TRAIN,0.000003778896900,
COUNT,0.000003761076240,
GROSS,0.000003749974410,
SHORT,0.000003736008276,
HOURS,0.000003729448800,
HOLDS,0.000003708258750,
DENSE,0.000003706581060,
LASER,0.000003706244360,
SHIPS,0.000003703929600,
DIARY,0.000003696352704,
GLASS,0.000003687524400,
PHONE,0.000003683859270,
COLIN,0.000003681502650,
FANCY,0.000003671744832,
MOTEL,0.000003639936300,
WROTE,0.000003634958600,
PENNY,0.000003628949688,
LOOPS,0.000003593954000,
BOOTH,0.000003593220540,
JAMES,0.000003544548280,
SALEM,0.000003512634580,
SHOPS,0.000003511016600,
BELLY,0.000003509677080,
LIKES,0.000003505844160,
CROPS,0.000003503436300,
LINKS,0.000003467318400,
PRIDE,0.000003463365600,
FIRMS,0.000003461364900,
TOOTH,0.000003455019750,
WALKS,0.000003436860000,
PASTE,0.000003429933675,
JANET,0.000003428807928,
THERE,0.000003426538500,
TRIPS,0.000003422160000,
DAISY,0.000003419337024,
LISTS,0.000003419161200,
CANAL,0.000003397441320,
CHOSE,0.000003379529790,
GRACE,0.000003320690240,
SPARE,0.000003315583920,
HIRED,0.000003314787840,
PRINT,0.000003312622944,
STONE,0.000003309635875,
ROUTE,0.000003293576400,
CANON,0.000003284950788,
CHART,0.000003246903792,
PHASE,0.000003240607320,
BILLY,0.000003239701920,
TASKS,0.000003222056250,
BLAIR,0.000003220679280,
GENRE,0.000003197834640,
CREEK,0.000003193131942,
CORAL,0.000003190853250,
MENUS,0.000003178375200,
CAMEL,0.000003170945232,
COURT,0.000003142164960,
FRONT,0.000003140090499,
THOSE,0.000003129194250,
FUNDS,0.000003114474300,
ALICE,0.000003110284800,
FACED,0.000003104564736,
PLANT,0.000003087797160,
SOUTH,0.000003085978080,
SPINE,0.000003072505920,
MERIT,0.000003067982775,
FERRY,0.000003067873380,
PERRY,0.000003067873380,
BLOGS,0.000003043267500,
LEAST,0.000003039542064,
FLAGS,0.000003030405000,
MOUSE,0.000003026034000,
HORSE,0.000003020302875,
SHALL,0.000003009190832,
ALLEN,0.000002999123400,
SOLVE,0.000002997041250,
BROKE,0.000002995001100,
WHALE,0.000002987556800,
FAITH,0.000002984549184,
TIGER,0.000002963142000,
CHAIR,0.000002962317096,
MERRY,0.000002960228700,
CRIME,0.000002952974880,
SPECS,0.000002951693360,
BRUCE,0.000002948924160,
TRAIL,0.000002946258600,
BLAKE,0.000002945124000,
LEARN,0.000002937695904,
BOUND,0.000002934097920,
MINUS,0.000002933884800,
HOSTS,0.000002925404125,
BEACH,0.000002915063424,
LOGOS,0.000002902809000,
COLOR,0.000002885264550,
TREAT,0.000002876498625,
BROAD,0.000002864184960,
WORRY,0.000002852124000,
FILMS,0.000002850535800,
GIANT,0.000002841702048,
TREND,0.000002832244800,
SHAPE,0.000002831490400,
FATTY,0.000002826400518,
SPACE,0.000002813222720,
TEACH,0.000002802945600,
LADEN,0.000002797463760,
BRIAN,0.000002785498560,
SHOOT,0.000002773703114,
TIMER,0.000002765599200,
STORE,0.000002765012250,
RALLY,0.000002761668980,
SERVE,0.000002747057625,
FIXES,0.000002744960400,
BLAST,0.000002727794160,
GREEN,0.000002726872148,
HELEN,0.000002726270820,
DIRTY,0.000002725743960,
FORGE,0.000002722284375,
CINDY,0.000002711530080,
BETTY,0.000002709710172,
GRAMS,0.000002705217480,
POLAR,0.000002693349750,
HAIRY,0.000002689720704,
FRAME,0.000002684108340,
MOVED,0.000002681078400,
DEREK,0.000002676975210,
LARGE,0.000002675757500,
GRADE,0.000002668411800,
CLIPS,0.000002667168000,
LOVER,0.000002653658280,
BLAME,0.000002650611600,
BLIND,0.000002650152960,
WEEKS,0.000002648646000,
THESE,0.000002647779750,
HORNY,0.000002645777150,
DISCS,0.000002644941600,
CABLE,0.000002628296100,
CHAIN,0.000002608607592,
DOVER,0.000002602626390,
ACRES,0.000002592462600,
CAROL,0.000002591637930,
KAREN,0.000002591240470,
COULD,0.000002584120320,
COCKS,0.000002583819000,
DRAIN,0.000002569649892,
MOUNT,0.000002553817200,
GRANT,0.000002552269432,
COLON,0.000002540755350,
HAYES,0.000002539266730,
LOVED,0.000002534837760,
MANOR,0.000002532965820,
RESET,0.000002531750130,
BLOND,0.000002512124160,
MERCY,0.000002511709200,
PEARL,0.000002510638416,
SPEED,0.000002505927424,
ARRAY,0.000002504913450,
BUNNY,0.000002504187504,
ALTER,0.000002481357060,
HENCE,0.000002473904160,
ELLIS,0.000002471829500,
CRUDE,0.000002460812400,
FORTH,0.000002452684350,
WHITE,0.000002451033600,
SIZES,0.000002446385760,
ROGER,0.000002438190300,
CREST,0.000002437500681,
TABLE,0.000002433607500,
BREAD,0.000002423541120,
FAULT,0.000002418435216,
LOTUS,0.000002417032800,
DEATH,0.000002416539528,
WASTE,0.000002406971000,
SLAVE,0.000002397633000,
RINGS,0.000002389338000,
HARRY,0.000002381523540,
MOVIE,0.000002369651625,
CHIPS,0.000002362348800,
SLOPE,0.000002346071000,
HEART,0.000002344986072,
AARON,0.000002339151465,
MONTH,0.000002338782600,
BIRTH,0.000002338586640,
BUILT,0.000002338405056,
WHILE,0.000002312947200,
SURGE,0.000002308780625,
READY,0.000002301984360,
CRASH,0.000002285632728,
BATHS,0.000002278638180,
EARLY,0.000002261632570,
WORLD,0.000002259776000,
DELAY,0.000002226287700,
RANDY,0.000002225822760,
BAKER,0.000002223746616,
WINGS,0.000002222640000,
TEETH,0.000002206754550,
DROPS,0.000002205867300,
PAPER,0.000002205419034,
NOISE,0.000002200752000,
FEVER,0.000002195688222,
ROVER,0.000002194371270,
WHOLE,0.000002192481200,
RANGE,0.000002186614500,
DONOR,0.000002179977660,
SPICE,0.000002177978880,
CHOIR,0.000002173958514,
MORAL,0.000002166628750,
WHORE,0.000002159757600,
BADLY,0.000002146945320,
FOUND,0.000002144148480,
POUND,0.000002144148480,
MODEL,0.000002141139000,
BLEND,0.000002125643520,
WORST,0.000002123283000,
TRASH,0.000002116326600,
PURSE,0.000002113897725,
KILLS,0.000002109655800,
FIRST,0.000002108214540,
TRIAL,0.000002088216000,
CARLO,0.000002079979155,
PRIME,0.000002078019360,
PLAIN,0.000002072549640,
RULED,0.000002068568320,
GRAND,0.000002067661312,
CHILD,0.000002067296256,
AUTOS,0.000002059013565,
VOICE,0.000002054035200,
START,0.000002052751800,
HOTEL,0.000002051600460,
MARIA,0.000002050964575,
STEEL,0.000002046744700,
BRAVE,0.000002040550200,
FIELD,0.000002032563456,
FROST,0.000002027147031,
MARCH,0.000002011147600,
AIMED,0.000002007742464,
ELITE,0.000002006289600,
DIANA,0.000001996385616,
STAND,0.000001990547200,
NEEDS,0.000001986484500,
CHEAT,0.000001985673690,
MERGE,0.000001982784375,
BENCH,0.000001974720384,
PACKS,0.000001959010200,
DONNA,0.000001940930460,
FLAME,0.000001936985400,
GUESS,0.000001930002690,
TRULY,0.000001918504800,
BASIN,0.000001909806990,
CLEAR,0.000001901349450,
HEARD,0.000001899735552,
WEIRD,0.000001897758720,
BUILD,0.000001894404096,
THIRD,0.000001885593600,
TAKEN,0.000001882908300,
RELAY,0.000001877066100,
YEARS,0.000001876754880,
SHARK,0.000001868783664,
SHELL,0.000001868610436,
FLOAT,0.000001864467150,
WOMEN,0.000001864116800,
TODAY,0.000001858837500,
CAMPS,0.000001855904400,
LATIN,0.000001855241076,
PERTH,0.000001851381090,
LIVER,0.000001849000608,
HOLLY,0.000001847906900,
NOTED,0.000001841548800,
SCALE,0.000001835901840,
FUNNY,0.000001829983176,
WHERE,0.000001827487200,
ARMED,0.000001803250176,
CATCH,0.000001777123152,
BYTES,0.000001773790200,
TOTAL,0.000001772696250,
LIVED,0.000001766209536,
TOKEN,0.000001747609500,
EUROS,0.000001745947175,
PRIOR,0.000001742563872,
PULSE,0.000001740856950,
SUPER,0.000001736023198,
OASIS,0.000001728454175,
WORTH,0.000001721182000,
CLARA,0.000001716921360,
GRAIN,0.000001713099928,
SNAKE,0.000001712595000,
BATCH,0.000001711303776,
HOUSE,0.000001705582800,
THEIR,0.000001703243850,
BURKE,0.000001701589500,
KINDS,0.000001700319600,
RIDER,0.000001698868080,
MAPLE,0.000001695413225,
MALTA,0.000001689029650,
FILME,0.000001687051800,
CLOTH,0.000001685158020,
CLEAN,0.000001674322650,
WHOSE,0.000001668903600,
PILOT,0.000001668091320,
ALIKE,0.000001666224000,
PATHS,0.000001665158670,
LOCKS,0.000001658748000,
HENRY,0.000001648863216,
JOKES,0.000001644925100,
LEAVE,0.000001640854800,
WANNA,0.000001640153760,
MINOR,0.000001638085680,
BIBLE,0.000001636783200,
PIANO,0.000001628212752,
ROUND,0.000001617515520,
REACH,0.000001607022144,
HANDY,0.000001604662920,
ALERT,0.000001601897220,
PORNO,0.000001601829675,
WHEEL,0.000001598717120,
MILAN,0.000001594593000,
ATLAS,0.000001588518750,
RHODE,0.000001583004150,
CRACK,0.000001582211232,
WIDER,0.000001580342400,
SHOWS,0.000001579957470,
JOINT,0.000001578723360,
BURST,0.000001576023930,
TOWNS,0.000001575013125,
DRUMS,0.000001570771440,
FRANK,0.000001570700436,
MAKER,0.000001568026460,
VOTED,0.000001565316480,
STORY,0.000001563662100,
BLOOD,0.000001558152960,
CHEST,0.000001557990126,
RANCH,0.000001553853504,
SAFER,0.000001551735276,
BLANK,0.000001551098640,
FINAL,0.000001546140960,
SUCKS,0.000001542059400,
RIVER,0.000001528981272,
TEXTS,0.000001526411250,
ELLEN,0.000001525869800,
SWISS,0.000001523390400,
TRIBE,0.000001519020000,
NOTRE,0.000001513017000,
POKER,0.000001508275860,
KOREA,0.000001508247650,
SAGEM,0.000001505414820,
WOUND,0.000001504665600,
FIBER,0.000001501325280,
HAVEN,0.000001500946902,
WRIST,0.000001500721920,
MARIO,0.000001496649825,
KATIE,0.000001490602755,
FRUIT,0.000001488583728,
RACKS,0.000001477849800,
HEATH,0.000001468876968,
TRACK,0.000001465010400,
DRILL,0.000001463678784,
FOCUS,0.000001454594400,
DRUGS,0.000001454418000,
LABEL,0.000001454048960,
FATAL,0.000001451552310,
SPAIN,0.000001451304184,
WENDY,0.000001450612800,
TOUCH,0.000001437408000,
MOTOR,0.000001427366325,
STAGE,0.000001427162500,
SMILE,0.000001421343360,
DISKS,0.000001416933000,
BADGE,0.000001416577500,
STOPS,0.000001415732500,
EAGLE,0.000001411492350,
CHINA,0.000001409213376,
BOXED,0.000001408243200,
TRUST,0.000001406926800,
SWEET,0.000001406024620,
THEME,0.000001401765750,
TEXAS,0.000001397418750,
TWINS,0.000001393560000,
LEVEL,0.000001375251696,
ROCKS,0.000001371657000,
LUCAS,0.000001368021200,
DRAWS,0.000001352608740,
DEVEL,0.000001348804548,
CLARK,0.000001345695120,
EARTH,0.000001344465230,
SCENE,0.000001344221340,
SPENT,0.000001342676258,
GREEK,0.000001340326988,
MOUTH,0.000001336447200,
SCORE,0.000001327205880,
SPORT,0.000001325680356,
HONOR,0.000001325084460,
SINGH,0.000001324965600,
THANK,0.000001320990600,
GREAT,0.000001304012710,
GONNA,0.000001293953640,
FULLY,0.000001293342540,
SONIC,0.000001291414740,
NANCY,0.000001288331520,
CONDO,0.000001281363300,
WOULD,0.000001276108800,
PICKS,0.000001266904800,
SPRAY,0.000001265821700,
GUIDE,0.000001256558400,
TROUT,0.000001255199400,
YARDS,0.000001251999000,
PATCH,0.000001250568144,
VERSE,0.000001250235675,
ARENA,0.000001244417559,
HELPS,0.000001244061000,
CEDAR,0.000001238170050,
ANNIE,0.000001232311500,
MATCH,0.000001206688560,
BLINK,0.000001200850560,
STEPS,0.000001197927500,
RISKS,0.000001194669000,
FLOOR,0.000001192024470,
LAMPS,0.000001191444800,
MARCO,0.000001180456200,
BRICK,0.000001179569664,
FIBRE,0.000001178258400,
GLORY,0.000001172130960,
LAYER,0.000001164819656,
SHOCK,0.000001163651216,
FLASH,0.000001160706960,
ROUGE,0.000001159710000,
COSTA,0.000001154369475,
BEGIN,0.000001146864420,
TAMIL,0.000001145386200,
TRUTH,0.000001140487200,
FLOOD,0.000001138650240,
TRICK,0.000001134201600,
DICKS,0.000001133546400,
CABIN,0.000001133292060,
HERBS,0.000001132984125,
AHEAD,0.000001132010880,
ALLOY,0.000001122227400,
SIMON,0.000001110282768,
BITCH,0.000001106711424,
SPOKE,0.000001106004900,
VERDE,0.000001103149125,
BLACK,0.000001099512960,
BREAK,0.000001098167070,
DELTA,0.000001097271630,
SPLIT,0.000001097008220,
PROBE,0.000001094327325,
PROVE,0.000001094327325,
NAMED,0.000001089320960,
DRINK,0.000001088023392,
SPEND,0.000001087737728,
JENNY,0.000001082318328,
KENNY,0.000001082318328,
SAMOA,0.000001076653676,
ALLAN,0.000001071115500,
GIVEN,0.000001064608272,
HOPED,0.000001063404160,
BACON,0.000001054428648,
FRAUD,0.000001053075456,
GUARD,0.000001050694656,
BEGAN,0.000001049946300,
DAVID,0.000001044933696,
DRIVE,0.000001032933600,
SCARY,0.000001022738112,
THINK,0.000001022702400,
LAURA,0.000001017903744,
LOGIN,0.000001012900200,
SUSAN,0.000001005747925,
CLUBS,0.000001000188000,
FRESH,0.000000998769618,
BUNCH,0.000000995799168,
TOWER,0.000000992286750,
GAUGE,0.000000987972000,
SMART,0.000000985320864,
METAL,0.000000981273150,
WHEAT,0.000000980579600,
DROVE,0.000000979134975,
SUGAR,0.000000978960450,
BROOK,0.000000978367026,
GRILL,0.000000975785856,
TEDDY,0.000000971392500,
YOURS,0.000000962438400,
ELVIS,0.000000953419950,
VEGAS,0.000000950244750,
BUCKS,0.000000947091600,
KINGS,0.000000944622000,
DADDY,0.000000942831900,
STILL,0.000000939393600,
RADAR,0.000000938197650,
BUSTY,0.000000937749540,
PATIO,0.000000930644073,
MASON,0.000000929384225,
LOGAN,0.000000927303000,
DIGIT,0.000000926831160,
BRIEF,0.000000925352064,
VIRUS,0.000000917632800,
MILFS,0.000000916839000,
LIKED,0.000000915812352,
JERRY,0.000000914979780,
KERRY,0.000000914979780,
CASIO,0.000000907594065,
STOOD,0.000000906068800,
VALID,0.000000903029120,
GRAVE,0.000000889470600,
CLICK,0.000000883975680,
CURVE,0.000000883517625,
LIMIT,0.000000882004032,
WATCH,0.000000877591680,
LODGE,0.000000876525000,
PASTA,0.000000875224455,
SLEEP,0.000000872091220,
FLUID,0.000000870266880,
MEYER,0.000000863152290,
SUDAN,0.000000862069650,
NORTH,0.000000860591000,
DODGE,0.000000859668750,
GLENN,0.000000854174860,
BRUSH,0.000000851992128,
FAVOR,0.000000843773679,
REBEL,0.000000842390640,
WAYNE,0.000000841713400,
CLOCK,0.000000837935280,
CLERK,0.000000835633260,
ALLAH,0.000000835107000,
ALIVE,0.000000833112000,
BEING,0.000000830539008,
CRAIG,0.000000830076336,
GUILD,0.000000825765888,
JAMIE,0.000000818370140,
APART,0.000000810756144,
LANKA,0.000000809696160,
PITCH,0.000000808750656,
BLOCK,0.000000806900640,
FLOWS,0.000000800613450,
TRUNK,0.000000800017200,
SPANK,0.000000793730696,
CLOUD,0.000000792529920,
NIGER,0.000000790171200,
LINDA,0.000000785453760,
ERROR,0.000000784981715,
CHICK,0.000000782949888,
JUICE,0.000000781858560,
SCOTT,0.000000777878556,
CARGO,0.000000776111625,
GHOST,0.000000772875012,
PROUD,0.000000772821504,
SHEEP,0.000000772423652,
CIVIL,0.000000771416136,
NEVER,0.000000770416920,
CACHE,0.000000768874680,
WELSH,0.000000768549600,
KELLY,0.000000764929620,
GHANA,0.000000764048816,
POWER,0.000000754137930,
KEEPS,0.000000750449700,
ELDER,0.000000742614600,
NURSE,0.000000741718500,
LEWIS,0.000000740818260,
FOCAL,0.000000739666200,
STEAL,0.000000730980250,
PUNCH,0.000000727699392,
PLAYS,0.000000727297200,
THICK,0.000000724953600,
MIXER,0.000000724323600,
ACIDS,0.000000723945600,
JULIE,0.000000722811950,
VAULT,0.000000721287696,
FLESH,0.000000720761580,
TOMMY,0.000000720657000,
DOING,0.000000719418240,
FIXED,0.000000717050880,
ROMAN,0.000000715687700,
MANGA,0.000000713674500,
CONGO,0.000000711868500,
SKINS,0.000000707928480,
GOTTA,0.000000706058790,
RATIO,0.000000702064827,
NOVEL,0.000000700736400,
FUNKY,0.000000694930320,
SHAFT,0.000000694203336,
CRAFT,0.000000692704548,
MIXED,0.000000691891200,
VALUE,0.000000691580400,
ELECT,0.000000691515440,
BRING,0.000000688566528,
LOWER,0.000000687985480,
MYERS,0.000000684799500,
NASTY,0.000000680591800,
AWARE,0.000000676407600,
LOCAL,0.000000674783200,
HONDA,0.000000672027300,
DICKE,0.000000670874400,
WOMAN,0.000000665756000,
LUNCH,0.000000663866112,
DRYER,0.000000663560898,
SPELL,0.000000663055316,
GROWS,0.000000661760190,
GROVE,0.000000652756650,
CLAIM,0.000000648942840,
RURAL,0.000000644778550,
TOUGH,0.000000641700000,
TYLER,0.000000640185000,
STACK,0.000000639368800,
SIZED,0.000000639055872,
TYPES,0.000000635407500,
CHECK,0.000000627991056,
PANIC,0.000000624484476,
DERBY,0.000000623849850,
OUTER,0.000000623759682,
KEITH,0.000000623623104,
GUEST,0.000000622327398,
RAPID,0.000000619978816,
BUYER,0.000000617284668,
PHOTO,0.000000616495698,
CHIEF,0.000000614210688,
WHICH,0.000000613294080,
DRAMA,0.000000612814572,
MODEM,0.000000605104500,
SMOKE,0.000000603275400,
ORDER,0.000000603237180,
NOBLE,0.000000602330000,
EMACS,0.000000592045440,
METRO,0.000000584825670,
TWICE,0.000000584640000,
TULSA,0.000000584498250,
FLOUR,0.000000583848720,
SMALL,0.000000582424032,
VENUE,0.000000581424480,
ZONES,0.000000580561800,
WAGON,0.000000579356400,
STAYS,0.000000578739000,
ARGUE,0.000000577227600,
MEDAL,0.000000577219500,
MPEGS,0.000000570666250,
LABOR,0.000000570191440,
QUIET,0.000000570058944,
FEWER,0.000000569252502,
WITCH,0.000000567544320,
TRUCK,0.000000567100800,
AUDIT,0.000000565892010,
ALIGN,0.000000564984000,
LATEX,0.000000564234216,
STUDY,0.000000562356000,
ROBIN,0.000000558393700,
OPENS,0.000000557385290,
HEAVY,0.000000553190040,
DECOR,0.000000548510508,
LEGAL,0.000000545734800,
KITTY,0.000000545148792,
NAKED,0.000000544660480,
DRUNK,0.000000544011696,
REALM,0.000000543368124,
